NAME,MSINI,A,PER,ECC,OM,T0,K,ORBREF,ORBURL,FIRSTREF,FIRSTURL,MASS,MSTAR,I
,mjupiter,au,day,,deg,jd,m/s,,,,,mjupiter,msun,deg
HD 38529 c,12.2603,3.6002,2146.0503,0.355094,17.9023,2452255.921,169.033,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1084W,Fischer 2003,http://adsabs.harvard.edu/abs/2003ApJ...586.1394F,12.2603,1.34,
Kepler-62 b,,0.0552794,5.714932,0.0707107,278.13,2455001.21,,Borucki 2013,http://adsabs.harvard.edu/abs/2013Sci...340..587B,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0,0.69,89.2
Kepler-281 b,,0.117153,14.646008,,90,2454969.51691,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0239491,,
Kepler-1006 b,,0.13168,19.76172042,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0115145,0.78,
Kepler-196 c,,0.256426,47.427737,,90,2455049.55425,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0168894,,
Kepler-238 c,,0.0657332,6.155557,,90,2454967.82322,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0184218,,
Kepler-49 c,,0.07889,10.9129343,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.0202381,0.55,
Kepler-55 c,,0.202122,42.1516418,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Batalha 2013,http://adsabs.harvard.edu/abs/2013ApJS..204...24B,0.016585,0.62,
Kepler-791 b,,0.127324,14.5539759,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0277215,1.3,
WASP-19 b,1.11405,0.0163152,0.78884,0.0046,3,2455168.771,257,Hellier 2011,http://adsabs.harvard.edu/abs/2011ApJ...730L..31H,Hebb 2010,http://adsabs.harvard.edu/abs/2010ApJ...708..224H,1.13339,0.93,79.4
Kepler-310 d,,0.401368,92.876125,,90,2454978.92567,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.019315,,
Kepler-619 c,,0.022851,1.20846503,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0125233,1.09,
Kepler-204 c,,0.170262,25.660593,,90,2454988.15165,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0131908,,
Kepler-26 b,,0.0902469,12.282356,0,90,2454978.8321,,Steffen 2012,http://adsabs.harvard.edu/abs/2012MNRAS.421.2342S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,0.0397121,0.65,
Kepler-374 c,,0.0432285,3.282807,,90,2454964.89972,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.00409374,,
Kepler-395 b,,0.0719854,7.054346,,90,2454969.19136,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.00324127,,
WASP-93 b,1.42669,0.0417621,2.7325321,0,90,2456079.5642,174,Hay 2016,http://adsabs.harvard.edu/abs/2016MNRAS.463.3276H,Hay 2016,http://adsabs.harvard.edu/abs/2016MNRAS.463.3276H,1.44377,1.3,81.18
K2-16 b,,0.0666347,7.6188,,,,,Sinukoff 2016,http://adsabs.harvard.edu/abs/2016ApJ...827...78S,Montet 2015,http://adsabs.harvard.edu/abs/2015ApJ...809...25M,0.015254,0.68,87.97
HD 126614 A b,0.385706,2.36847,1244,0.41,243,2453808,7.3,Howard 2010,http://adsabs.harvard.edu/abs/2010ApJ...721.1467H,Howard 2010,http://adsabs.harvard.edu/abs/2010ApJ...721.1467H,0.385706,1.145,
Kepler-875 b,,0.181834,27.5073799,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0252452,1.06,
Kepler-1508 b,,0.154158,20.7056504,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.00796813,1.14,
Kepler-1568 b,,0.152944,20.925392,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.00730709,1.09,
Kepler-80 e,,0.0544864,4.645387,,90,2454967.58736,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0121773,,
Kepler-83 d,,0.0585134,5.169796,,90,2455005.631,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.014298,,
Kepler-519 b,,0.157968,24.3078946,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0155754,0.89,
Kepler-192 d,,0,6.47027579,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.00313024,0,
Kepler-167 b,,0.0481157,4.393147,,90,2455005.86732,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.010538,0.77,
HD 215152 b,0.00572025,0.0576393,5.75999,0,90,,0.772,Delisle 2018,http://adsabs.harvard.edu/abs/2018A%26A...614A.133D,Delisle 2018,http://adsabs.harvard.edu/abs/2018A%26A...614A.133D,0.00572025,0.77,
Kepler-772 b,,0.107432,12.99207337,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0133743,0.98,
Kepler-295 d,,0.204929,33.884054,,90,2454993.00625,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.00850717,,
Kepler-337 b,,0.043316,3.292781,,90,2454966.00966,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0115417,,
HIP 67537 b,,4.9058,2556.5,0.59,119.6,2456290.6,,Jones 2017,http://adsabs.harvard.edu/abs/2017A%26A...602A..58J,Jones 2017,http://adsabs.harvard.edu/abs/2017A%26A...602A..58J,,2.41,
HD 177830 b,1.31967,1.13872,410.1,0.096,189,2450254,32.64,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Vogt 2000,http://adsabs.harvard.edu/abs/2000ApJ...536..902V,1.31967,1.17,
Kepler-516 b,,0.195757,24.85462415,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.110157,1.62,
Kepler-1562 b,,0.316103,64.2737752,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0385876,1.02,
Kepler-226 d,,0.0789926,8.109044,,90,2454965.80333,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.00587447,,
K2-99 b,0.974675,0.158693,18.249,0.19,8,2457230.732,56,Smith 2017,http://adsabs.harvard.edu/abs/2017MNRAS.464.2708S,Smith 2017,http://adsabs.harvard.edu/abs/2017MNRAS.464.2708S,0.975461,1.6,87.7
HD 42012 b,1.6121,1.66108,857.5,0,90,2455386.2,39,Rey 2017,http://adsabs.harvard.edu/abs/2017A%26A...601A...9R,Rey 2017,http://adsabs.harvard.edu/abs/2017A%26A...601A...9R,1.6121,0.83,
HD 38283 b,0.338157,1.02382,363.2,0.41,219,2450802.6,10,Tinney 2011,http://adsabs.harvard.edu/abs/2011ApJ...732...31T,Tinney 2011,http://adsabs.harvard.edu/abs/2011ApJ...732...31T,0.338157,1.085,
Kepler-386 b,,0.104341,12.31043,,90,2454974.86305,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.00915403,,
Kepler-922 b,,0.0184414,0.93846683,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.00991268,0.95,
HD 217786 b,13.1868,2.3791,1319,0.4,100,2456053,261,Moutou 2011,http://adsabs.harvard.edu/abs/2011A%26A...527A..63M,Moutou 2011,http://adsabs.harvard.edu/abs/2011A%26A...527A..63M,13.1868,1.02,
Kepler-363 c,,0.0752686,7.542427,,90,2454965.95422,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0125062,,
Kepler-687 b,,0.134386,20.50586978,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0377408,0.77,
Kepler-1457 b,,0.270431,51.1110243,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0147338,1.01,
CoRoT-24 c,0.0872135,0.0980725,11.759,0,90,2454795.3803,8.3,Alonso 2014,http://adsabs.harvard.edu/abs/2014A%26A...567A.112A,Alonso 2014,http://adsabs.harvard.edu/abs/2014A%26A...567A.112A,0.0872267,0.91,89
Kepler-567 b,,0.119888,16.54297375,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0170154,0.84,
Kepler-1453 b,,0.252883,47.1611696,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.021778,0.97,
Kepler-24 d,,0.0513038,4.244384,,90,2454970.06411,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0123736,,
HD 32518 b,3.34549,0.595162,157.54,0.01,306.11,2452950.29,115.83,Dollinger 2009,http://adsabs.harvard.edu/abs/2009A%26A...505.1311D,Dollinger 2009,http://adsabs.harvard.edu/abs/2009A%26A...505.1311D,3.34549,1.13,
Kepler-980 b,,0.101644,11.55102504,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.021778,1.05,
Kepler-472 b,,0.048077,4.17625551,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0309268,0.85,
Kepler-402 c,,0.0655142,6.124821,,90,2454967.936,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0116666,,
Kepler-435 b,0.854333,0.0948432,8.6001536,0.114,104,,64,Almenara 2015,http://adsabs.harvard.edu/abs/2015A%26A...575A..71A,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B,0.84,1.538,85.51
WASP-18 b,10.0636,0.0201401,0.9414529,0.00848,267.9,2454664.429,1818.3,Triaud 2010,http://adsabs.harvard.edu/abs/2010A%26A...524A..25T,Hellier 2009,http://adsabs.harvard.edu/abs/2009Natur.460.1098H,10.2006,1.22,80.6
HD 145934 b,2.28382,4.6069,2730,0.053,215,2451430,22.9,Feng 2015,http://adsabs.harvard.edu/abs/2015ApJ...800...22F,Feng 2015,http://adsabs.harvard.edu/abs/2015ApJ...800...22F,2.28382,1.748,
CoRoT-6 b,2.95325,0.0854177,8.886593,0,90,2454595.6144,280,Fridlund 2010,http://adsabs.harvard.edu/abs/2010A%26A...512A..14F,Fridlund 2010,http://adsabs.harvard.edu/abs/2010A%26A...512A..14F,2.95364,1.05,89.07
Kepler-127 c,,0.186396,29.393195,,90,2455042.06708,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0216742,,
Kepler-839 b,,0.235594,37.8144514,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.020474,1.22,
Kepler-203 c,,0.0600193,5.370647,,90,2455005.23697,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.019315,,
Kepler-1234 b,,0.0949095,11.94014029,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0238504,0.8,
Kepler-1127 b,,0.0575745,5.12330347,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0144664,0.97,
Kepler-732 c,,0.0143082,0.89304124,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.00668223,0.49,
HD 73267 b,3.06257,2.19849,1260,0.256,229.1,2451821.7,64.29,Moutou 2009,http://adsabs.harvard.edu/abs/2009A%26A...496..513M,Moutou 2009,http://adsabs.harvard.edu/abs/2009A%26A...496..513M,3.06257,0.89,
HD 147513 b,1.17965,1.30958,528.40002,0.26,282,2451123,29.3,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M,1.17965,1.072,
K2-28 b,,0.0214313,2.260455,0,90,2456977.99012,,Hirano 2016,http://adsabs.harvard.edu/abs/2016ApJ...820...41H,Hirano 2016,http://adsabs.harvard.edu/abs/2016ApJ...820...41H,0.0181771,0.257,88.9
Kepler-1528 b,,0.0291497,1.79111021,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0107116,1.03,
Kepler-893 b,,0.0670296,6.33855761,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.027323,1,
Kepler-1387 b,,0.0317279,2.27952666,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.00225358,0.82,
Kepler-1062 b,,0.0786582,9.30412078,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0129801,0.75,
HD 72659 b,3.1741,4.75375,3658,0.22,260.7,2455351,41,Moutou 2011,http://adsabs.harvard.edu/abs/2011A%26A...527A..63M,Butler 2003,http://adsabs.harvard.edu/abs/2003ApJ...582..455B,3.1741,1.068,
K2-29 b,0.361551,0.0421448,3.2588321,0.066,132,2453219.3455,51.75,Santerne 2016,http://adsabs.harvard.edu/abs/2016ApJ...824...55S,Santerne 2016,http://adsabs.harvard.edu/abs/2016ApJ...824...55S,0.362167,0.94,86.656
BD +14 4559 b,1.51929,0.775866,268.94,0.29,87.64,2453293.71,55.21,Niedzielski 2009,http://adsabs.harvard.edu/abs/2009ApJ...707..768N,Niedzielski 2009,http://adsabs.harvard.edu/abs/2009ApJ...707..768N,1.51929,0.86,
HD 1605 b,0.96903,1.48605,577.9,0.078,26,2453443.3,19.8,Harakawa 2015,http://adsabs.harvard.edu/abs/2015ApJ...806....5H,Harakawa 2015,http://adsabs.harvard.edu/abs/2015ApJ...806....5H,0.96903,1.31,
Kepler-79 b,,0.114456,13.485,0.015,191.31,,,Xie 2013,http://adsabs.harvard.edu/abs/2013ApJS..208...22X,Xie 2013,http://adsabs.harvard.edu/abs/2013ApJS..208...22X,0.0343,1.1,
Kepler-202 b,,0.0498841,4.069427,,90,2455004.01577,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0121124,,
Kepler-709 b,,0.115768,16.08524954,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0256089,0.8,
HD 197037 b,0.807324,2.07477,1035.7,0.22,298,2451353.1,15.5,Robertson 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...39R,Robertson 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...39R,0.807324,1.11,
HD 70642 b,1.90944,3.18072,2068,0.034,205,2451350,30.4,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Carter 2003,http://adsabs.harvard.edu/abs/2003ApJ...593L..43C,1.90944,1.002,
KELT-2 A b,1.52019,0.0549707,4.1137912,0,90,2455974.60335,161.1,Beatty 2012,http://adsabs.harvard.edu/abs/2012ApJ...756L..39B,Beatty 2012,http://adsabs.harvard.edu/abs/2012ApJ...756L..39B,1.52064,1.308,88.6
Kepler-10 b,0.0142142,0.0167573,0.837495,0,90,2454964.57375,3.3,Batalha 2011,http://adsabs.harvard.edu/abs/2011ApJ...729...27B,Batalha 2011,http://adsabs.harvard.edu/abs/2011ApJ...729...27B,0.0142824,0.895,84.4
Kepler-208 e,,0.125606,16.259458,,90,2454945.01425,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0112762,,
Kepler-1365 b,,0.0763129,7.69993485,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.00215846,1,
Kepler-270 c,,0.168498,25.262887,,90,2454967.21176,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0130508,,
Kepler-966 b,,0.423716,99.747622,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0557908,1.02,
Kepler-1010 b,,0.196353,34.2685705,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0176872,0.86,
HD 17674 b,0.875702,1.41961,623.8,0,90,2455904.8,21.1,Rey 2017,http://adsabs.harvard.edu/abs/2017A%26A...601A...9R,Rey 2017,http://adsabs.harvard.edu/abs/2017A%26A...601A...9R,0.875702,0.98,
K2-24 c,0.0980475,0.246993,42.3633,0,90,2456915.6251,5.3,Petigura 2016,http://adsabs.harvard.edu/abs/2016ApJ...818...36P,Petigura 2016,http://adsabs.harvard.edu/abs/2016ApJ...818...36P,0.0980484,1.12,89.76
Kepler-811 b,,0.161485,23.58447697,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0222358,1.01,
Kepler-225 c,,0.138343,18.794234,,90,2455010.7935,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0135483,,
Kepler-1305 b,,0.11018,13.5630972,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0138656,0.97,
Kepler-150 d,,0.105752,12.56093,,90,2454999.79588,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0235009,,
K2-77 b,,0.0738763,8.199796,0.14,1,2457069.14228,,Gaidos 2017,http://adsabs.harvard.edu/abs/2017MNRAS.464..850G,Crossfield 2016,http://adsabs.harvard.edu/abs/2016ApJS..226....7C,0.0180684,0.8,88.7
Kepler-1322 b,,0.0184246,0.96286738,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0120099,0.9,
Kepler-405 b,,0.0945195,10.613839,,90,2455196.7367599998,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.015437,,
Kepler-208 b,,0.0511769,4.22864,,90,2455003.74197,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0121124,,
M 67 YBP 1194 b,0.346328,0.0715732,6.958,0.24,98.62,2455978.8,37.72,Brucalassi 2014,http://adsabs.harvard.edu/abs/2014A%26A...561L...9B,Brucalassi 2014,http://adsabs.harvard.edu/abs/2014A%26A...561L...9B,0.346328,1.01,
Kepler-1084 b,,0.0328337,2.05333679,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.00422224,1.12,
Kepler-616 b,,0.0902152,9.99761851,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0188877,0.98,
Kepler-325 d,,0.223972,38.715185,,90,2454967.0309,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0235009,,
Kepler-1065 c,,0.0340815,2.37030743,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0119381,0.94,
Kepler-1464 c,,0.0600955,5.32786292,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.00289089,1.02,
Kepler-340 c,,0.157474,22.824669,,90,2454977.46616,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0341953,,
Kepler-682 b,,0.103131,12.61190667,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.164047,0.92,
Kepler-507 b,,0.0480157,3.56809693,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.00730709,1.16,
HD 40307 c,0.0211468,0.0800702,9.62,0,0,2454551.53,2.47,Mayor 2009,http://adsabs.harvard.edu/abs/2009A%26A...493..639M,Mayor 2009,http://adsabs.harvard.edu/abs/2009A%26A...493..639M,0.0211468,0.74,
HD 142 b,1.3057,1.04292,350.3,0.26,303,2451963,33.9,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Tinney 2002,http://adsabs.harvard.edu/abs/2002ApJ...571..528T,1.3057,1.232,
Kepler-257 b,,0.0349126,2.382667,,90,2455003.6633,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0210192,,
K2-95 b,,0.0652569,10.13389,,,,,Obermeier 2016,http://adsabs.harvard.edu/abs/2016AJ....152..223O,Obermeier 2016,http://adsabs.harvard.edu/abs/2016AJ....152..223O,0.0378756,0.361,88.77
HATS-34 b,0.930265,0.0316765,2.1061607,0,90,2456634.85732,152,de Val-Borro 2016,http://adsabs.harvard.edu/abs/2016AJ....152..161D,de Val-Borro 2016,http://adsabs.harvard.edu/abs/2016AJ....152..161D,0.938774,0.955,82.28
Kepler-976 b,,0.418342,105.9564148,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0503054,0.87,
WASP-10 b,3.19034,0.0384536,3.0927616,0.0507142,153.283,2454664.537,520.1,Johnson 2009,http://adsabs.harvard.edu/abs/2009ApJ...692L.100J,Christian 2009,http://adsabs.harvard.edu/abs/2009MNRAS.392.1585C,3.19144,0.79,88.49
Kepler-982 b,,0.129335,15.7738221,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0170154,1.16,
GJ 328 b,2.3,4.43476,4100,0.37,290,2454500,40,Robertson 2013,http://adsabs.harvard.edu/abs/2013arXiv1307.7640R,Robertson 2013,http://adsabs.harvard.edu/abs/2013arXiv1307.7640R,2.3,0.69,
WASP-17 b,0.507667,0.0499354,3.735433,0,90,2454559.18096,59.2,Triaud 2010,http://adsabs.harvard.edu/abs/2010A%26A...524A..25T,Anderson 2010,http://adsabs.harvard.edu/abs/2010ApJ...709..159A,0.508547,1.19,86.63
HAT-P-17 b,0.530106,0.0882385,10.338523,0.346,201,2454792.87,58.4,Howard 2012,http://adsabs.harvard.edu/abs/2012ApJ...749..134H,Howard 2012,http://adsabs.harvard.edu/abs/2012ApJ...749..134H,0.530158,0.857,89.2
Kepler-162 b,,0.0710671,6.919798,,90,2454967.11914,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.00656354,,
Kepler-487 c,,0.216804,38.6519976,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0219292,0.91,
HD 67087 b,3.09805,1.08217,352.2,0.17,284.8,2450154.8,73.6,Harakawa 2015,http://adsabs.harvard.edu/abs/2015ApJ...806....5H,Harakawa 2015,http://adsabs.harvard.edu/abs/2015ApJ...806....5H,3.09805,1.36,
