,Designation,Abs Mag,Slope Param,Epoch,Mean anom (deg),Argument of Perihelion (deg),Longitude of Ascending Node (deg),Inclination to Ecliptic (deg),Eccentricity,Mean daily motion (deg/day),Semimajor Axis (AU),Reference,N observation,N oppositions,Readable Designation,Date of last observation
164,F3220,17.41,0.15,K232P,144.75332,140.02838,66.2664,5.97902,0.6777556,0.24486203,2.5303956,MPO694380,176,10,(153220) 2000 YN29,2021-01-14
165,F3311,17.4,0.15,K232P,154.71439,218.47837,142.36912,28.41713,0.6461771,0.24914121,2.5013378,MPO694382,221,9,(153311) 2001 MG1,2022-02-21
166,F3591,17.11,0.15,K232P,132.25177,173.0698,325.73594,6.69395,0.4800911,0.35187548,1.9870557,MPO720983,3532,16,(153591) 2001 SN263,2022-06-28
167,F3814,18.29,0.15,K232P,206.44411,44.62827,277.40699,1.91827,0.4669859,0.44008626,1.7117651,MPO729210,961,13,(153814) 2001 WN5,2021-05-13
168,F3958,18.37,0.15,K232P,260.81237,197.96075,144.37745,4.64462,0.4514831,0.44341991,1.7031749,MPO694394,675,13,(153958) 2002 AM31,2022-02-05
169,F4269,17.89,0.15,K232P,69.56923,217.23259,10.88397,14.42617,0.4859874,0.38479297,1.8720523,MPO694400,279,12,(154269) 2002 SM,2021-11-25
170,F4275,20.13,0.15,K232P,315.45787,258.20097,247.77736,11.57761,0.490708,0.87402541,1.0833946,MPO711678,465,10,(154275) 2002 SR41,2022-07-23
171,F4276,17.64,0.15,K232P,22.32897,99.67921,34.044,8.74581,0.6886195,0.44279437,1.7047786,MPO729215,959,10,(154276) 2002 SY50,2022-11-25
172,F4302,17.69,0.15,K232P,328.17444,280.98395,222.70849,28.83009,0.5612699,0.43700502,1.7198019,MPO729216,872,12,(154302) 2002 UQ3,2022-11-23
173,F4330,18.18,0.15,K232P,23.83637,215.20561,320.08907,7.15851,0.4089694,0.54930643,1.4765889,MPO729216,493,14,(154330) 2002 VX94,2022-12-22
174,F4590,21.71,0.15,K232P,268.01902,228.86128,152.67334,1.41591,0.4022491,0.84834566,1.105149,MPO694406,112,8,(154590) 2003 MA3,2018-05-22
175,F5338,20.4,0.15,K232P,140.3428,138.6829,226.59294,2.08133,0.4826326,0.50138735,1.5692319,MPO694420,126,4,(155338) 2006 MZ1,2007-02-10
176,F9857,15.47,0.15,K232P,145.73935,139.98925,235.54655,23.14735,0.5936551,0.28950015,2.2630988,MPO721038,2921,14,(159857) 2004 LJ1,2022-03-12
177,G1989,17.31,0.15,K232P,201.68885,102.0836,161.21923,26.06515,0.2138154,0.82853533,1.1226956,E2023-BI1,1675,11,(161989) Cacus,2023-01-28
178,G2000,19.64,0.15,K232P,327.69491,21.58196,346.52046,1.09202,0.4626654,0.4533422,1.6782318,MPO694546,393,8,(162000) 1990 OS,2017-01-19
179,G2039,19.06,0.15,K232P,1.68133,280.26792,52.82482,5.2824,0.6605962,0.4076185,1.8014966,MPO694547,454,7,(162039) 1996 JG,2021-01-06
180,G2082,19.12,0.15,K232P,163.18686,148.66437,213.53232,20.05358,0.1870492,0.70835531,1.2463364,MPO729291,1334,8,(162082) 1998 HL1,2022-12-01
181,G2116,19.56,0.15,K232P,44.7397,331.41518,114.18928,7.10961,0.5582074,0.37158626,1.9161505,MPO729292,84,7,(162116) 1998 SA15,2022-11-23
182,G2120,20.72,0.15,K232P,118.31685,278.83704,217.83513,2.13202,0.5709308,0.86861606,1.0878879,MPO694548,213,7,(162120) 1998 SH36,2018-06-17
183,G2162,20.04,0.15,K232P,23.71782,29.90234,157.59759,10.84149,0.1949325,0.74439162,1.2057809,MPO694549,260,6,(162162) 1999 DB7,2019-11-28
184,G2173,19.38,0.15,K232P,232.3502,211.60691,251.30131,5.86618,0.1910898,0.75833785,1.1909519,MPO694549,2093,7,(162173) Ryugu,2021-06-21
185,G2183,21.25,0.15,K232P,304.81561,123.19769,235.31357,1.43169,0.5352961,0.33025513,2.0728586,MPO694550,179,5,(162183) 1999 NB5,2018-01-19
186,G2210,19.3,0.15,K232P,273.45139,319.16897,327.74816,5.19012,0.6947874,0.28178773,2.3042061,MPO694550,397,7,(162210) 1999 SM5,2020-12-11
187,G2361,20.24,0.15,K232P,187.77955,200.32054,110.65189,2.69668,0.4112217,1.19972492,0.8771656,MPO729293,501,10,(162361) 2000 AF6,2023-01-22
188,G2416,21.67,0.15,K232P,10.07681,19.12392,215.17954,0.39876,0.4782773,0.39046704,1.8538722,MPO694554,56,3,(162416) 2000 EH26,2005-06-30
189,G2421,18.37,0.15,K232P,109.48688,46.112,331.13909,22.32353,0.1238,1.06994589,0.9467344,E2023-C08,352,10,(162421) 2000 ET70,2023-01-31
190,G2422,20.59,0.15,K232P,155.05019,314.48868,108.93613,1.40005,0.5310441,0.74306194,1.2072189,MPO694554,243,8,(162422) 2000 EV70,2020-05-13
191,G2474,18.62,0.15,K232P,95.47497,285.2445,80.85234,50.71193,0.3574464,0.71318517,1.240703,MPO729293,256,10,(162474) 2000 LB16,2022-12-14
192,G2510,17.52,0.15,K232P,85.11213,220.69002,344.34367,38.15257,0.3022911,0.61058576,1.3760628,MPO694556,658,8,(162510) 2000 QW69,2021-12-13
193,G2567,19.97,0.15,K232P,307.72872,133.28139,333.29667,13.74727,0.249989,0.70740752,1.2474494,MPO694557,226,6,(162567) 2000 RW37,2022-01-15
194,G2687,18.9,0.15,K232P,222.38526,40.97838,76.14088,14.77318,0.5436909,0.38398575,1.8746749,MPO694559,306,6,(162687) 2000 UH1,2019-07-03
195,G2695,20.2,0.15,K232P,55.2719,152.10407,333.20924,2.18571,0.6350378,0.31859651,2.1231241,MPO694559,154,3,(162695) 2000 UL11,2004-05-12
196,G2783,20.91,0.15,K232P,294.25343,339.14546,64.92811,7.26295,0.232343,0.65467674,1.3135646,MPO694561,127,7,(162783) 2000 YJ11,2018-06-18
197,G2825,17.97,0.15,K232P,88.67315,78.85167,159.7843,9.07442,0.7431734,0.41683762,1.7748355,MPO729298,436,13,(162825) 2001 BO61,2022-11-21
198,G2882,18.82,0.15,K232P,190.44696,46.00582,341.16804,6.49723,0.5752703,0.863453,1.0922203,MPO694563,385,12,(162882) 2001 FD58,2018-04-20
199,G2922,20.91,0.15,K232P,143.56821,291.23495,284.21607,10.29808,0.3818231,0.65102287,1.318475,MPO694564,158,4,(162922) 2001 OY13,2007-08-12
200,G2979,18.32,0.15,K232P,156.36625,326.07333,311.57985,17.08876,0.5440661,0.33922615,2.0361503,MPO694565,142,5,(162979) 2001 RA12,2018-01-16
201,G2998,18.17,0.15,K232P,320.30163,186.40961,285.31357,1.67903,0.4741347,0.36869463,1.9261562,MPO711723,1173,9,(162998) 2001 SK162,2022-07-25
202,G3014,17.72,0.15,K232P,320.41894,27.65773,58.62493,9.93758,0.4455412,0.4124761,1.787325,MPO694565,741,9,(163014) 2001 UA5,2021-05-12
203,G3026,21.24,0.15,K232P,65.79021,294.46517,247.86209,11.86078,0.3654039,0.66727751,1.2969754,MPO694565,69,4,(163026) 2001 XR30,2014-09-30
204,G3051,16.36,0.15,K232P,36.12112,322.32179,247.83351,9.28147,0.5691363,0.28790486,2.271451,MPO694566,909,14,(163051) 2001 YJ4,2022-03-23
205,G3067,19.99,0.15,K232P,52.66461,117.64443,87.42392,7.5993,0.588049,0.3374663,2.043223,MPO694566,60,3,(163067) 2002 AP3,2005-01-18
206,G3132,18.61,0.15,K232P,150.14307,110.53318,157.74952,48.77992,0.2951832,0.7316915,1.2196935,MPO694567,489,10,(163132) 2002 CU11,2022-01-13
207,G3243,16.52,0.15,K232P,299.59505,148.33168,203.57181,20.28224,0.6017082,1.48296319,0.7615805,MPO721066,1053,15,(163243) 2002 FB3,2022-07-01
208,G3249,18.71,0.15,K232P,40.50147,135.14197,201.73756,6.96979,0.334857,0.63230635,1.3443665,MPO694570,1522,10,(163249) 2002 GT,2022-02-10
209,G3348,20.08,0.15,K232P,206.27104,222.20769,259.43263,5.41991,0.4345322,1.20250638,0.8758125,MPO694572,668,8,(163348) 2002 NN4,2021-08-27
210,G3364,18.91,0.15,K232P,73.38183,275.31307,259.87068,4.19202,0.3691688,0.61797683,1.365069,MPO729303,572,12,(163364) 2002 OD20,2021-07-10
211,G3373,19.03,0.15,K232P,224.00453,260.02886,328.84619,1.66724,0.5466434,0.55359146,1.4689594,MPO721067,1130,15,(163373) 2002 PZ39,2022-10-31
212,G3683,19.11,0.15,K232P,92.96453,281.40964,52.46262,20.62553,0.6882685,0.4976863,1.5770021,MPO729305,206,15,(163683) 2002 YP2,2023-01-24
213,G3697,20.08,0.15,K232P,246.75866,353.71709,268.4815,2.95107,0.4727824,0.4829269,1.6089719,MPO694578,213,11,(163697) 2003 EF54,2015-01-16
214,G3818,18.47,0.15,K232P,354.77262,245.89708,241.01697,10.38878,0.3543379,0.72326277,1.2291512,MPO729306,723,11,(163818) 2003 RX7,2022-11-20
215,G3899,17.63,0.15,K232P,63.03301,326.93721,273.7392,8.53816,0.2098978,1.30908371,0.8276075,MPO729307,1425,14,(163899) 2003 SD220,2022-09-27
216,G4121,16.34,0.15,K232P,89.22657,91.056,38.31661,44.06315,0.2919356,0.84322613,1.1096176,MPO711728,1098,10,(164121) 2003 YT1,2022-08-26
217,G4202,20.91,0.15,K232P,197.58377,56.19346,342.90842,4.66877,0.2790523,1.00368348,0.9879574,MPO694588,413,10,(164202) 2004 EW,2017-05-27
218,G4207,21.2,0.15,K232P,193.22732,279.5931,38.45728,13.65146,0.1359726,0.98378983,1.0012315,E2023-C29,301,18,(164207) 2004 GU9,2023-01-12
219,G4211,19.5,0.15,K232P,213.98184,270.22999,67.76208,2.25803,0.4232644,0.45814834,1.6664744,MPO694588,450,7,(164211) 2004 JA27,2021-04-10
220,G4216,17.3,0.15,K232P,340.11257,326.31719,295.10164,19.93711,0.5647696,0.31218404,2.152099,MPO729309,387,9,(164216) 2004 OT11,2023-01-25
221,G4400,17.38,0.15,K232P,252.37344,203.02582,218.96705,6.62642,0.467942,0.46227946,1.6565313,MPO721074,801,13,(164400) 2005 GN59,2022-05-30
222,G8318,18.98,0.15,K232P,257.11152,139.77645,349.13432,6.49291,0.5422835,0.30977546,2.16324,MPO694665,57,4,(168318) 1989 DA,2008-04-18
223,H0086,18.24,0.15,K232P,204.6351,120.38048,75.50846,2.1317,0.6257356,0.37431536,1.9068255,MPO694699,268,9,(170086) 2002 XR14,2019-09-25
224,H0903,18.18,0.15,K232P,245.11093,115.42807,87.68612,8.26506,0.603336,0.63804062,1.3362996,MPO729365,505,13,(170903) 2004 WS2,2022-11-14
225,H1576,18.73,0.15,K232P,308.57235,61.73284,208.08488,17.27958,0.5834492,0.87114766,1.0857792,E2023-BL1,396,14,(171576) 1999 VP11,2023-01-29
226,H1839,19.24,0.15,K232P,143.96496,321.92707,226.65764,17.07461,0.3109911,0.55817485,1.4609069,MPO694732,551,9,(171839) 2001 JM1,2021-11-30
227,H2678,18.95,0.15,K232P,184.88353,128.67112,75.55563,2.74107,0.6980699,0.23732723,2.5836737,MPO694748,334,3,(172678) 2003 YM137,2007-12-16
228,H3561,18.36,0.15,K232P,350.89949,211.38676,137.23132,28.00012,0.3110629,0.5656556,1.4479981,MPO694764,668,10,(173561) 2000 YV137,2022-03-27
229,H5706,18.4,0.15,K232P,206.6998,24.19706,299.49815,1.9917,0.3496726,0.91068596,1.0541206,E2023-C29,2056,17,(175706) 1996 FG3,2023-02-01
230,H5729,20.45,0.15,K232P,228.15996,259.21694,124.28694,11.53523,0.4247082,0.68727584,1.2716922,MPO694805,226,12,(175729) 1998 BB10,2021-03-10
231,H7049,19.83,0.15,K232P,14.84229,259.5066,127.20739,0.65209,0.614396,0.58388507,1.4177004,MPO694830,269,9,(177049) 2003 EE16,2020-03-01
232,H7614,17.59,0.15,K232P,66.54206,221.54079,104.71136,5.43835,0.520693,0.37969366,1.8887761,E2023-C34,752,13,(177614) 2004 HK33,2023-02-03
233,H9806,20.46,0.15,K232P,346.97171,125.8328,335.55958,4.92542,0.5344728,0.38921217,1.8578548,MPO694882,297,4,(179806) 2002 TD66,2008-04-13
234,I0186,17.6,0.15,K232P,41.93286,243.05326,178.0648,8.56799,0.6314422,0.26160028,2.4212739,MPO721201,684,8,(180186) 2003 QZ30,2022-10-26
235,I4266,19.49,0.15,K232P,308.79482,42.7714,100.84047,3.83319,0.5975816,0.31886255,2.1219429,MPO694966,582,5,(184266) 2004 VW14,2011-05-23
236,I5851,18.33,0.15,K232P,51.39378,289.79835,358.66997,8.67195,0.3764111,0.61791217,1.3651642,MPO694996,1496,15,(185851) 2000 DP107,2022-02-25
237,I6844,17.59,0.15,K232P,318.80988,54.67747,261.48521,7.77094,0.6723911,0.25991769,2.4317121,MPO729496,358,9,(186844) 2004 GA1,2023-01-19
238,I7040,19.23,0.15,K232P,14.02546,243.91448,110.85559,6.04025,0.322622,0.62400009,1.3562704,MPO695019,480,11,(187040) 2005 JS108,2022-03-10
239,I9040,19.88,0.15,K232P,76.99386,63.70513,130.06852,13.09461,0.3826551,0.61305278,1.3723687,MPO695056,313,9,(189040) 2000 MU1,2021-09-11
240,I9865,19.43,0.15,K232P,320.43459,224.33341,288.39315,21.56878,0.8054654,0.59130725,1.405812,MPO695072,128,7,(189865) 2003 NC,2018-07-17
241,J2559,20.43,0.15,K232P,11.34895,75.97459,228.1248,10.061,0.2264733,0.88464531,1.0747066,MPO695123,599,7,(192559) 1998 VO,2018-11-13
242,J2563,17.23,0.15,K232P,248.26124,110.74434,68.68514,24.75797,0.4078824,0.56319604,1.4522108,MPO729550,1063,16,(192563) 1998 WZ6,2022-10-16
243,J2642,16.48,0.15,K232P,187.54687,299.97544,309.95208,6.79793,0.7695358,0.22946113,2.6423883,MPO695124,568,10,(192642) 1999 RD32,2021-11-24
244,J4006,20.46,0.15,K232P,135.71179,101.61097,184.93573,4.25681,0.4242944,0.56529277,1.4486176,MPO729564,415,10,(194006) 2001 SG10,2022-12-01
245,J4268,18.35,0.15,K232P,96.65733,107.78092,160.71674,5.43674,0.7873167,0.56289996,1.45272,MPO729568,649,14,(194268) 2001 UY4,2023-01-18
246,J6068,18.13,0.15,K232P,253.35958,251.12518,33.55223,59.36455,0.6644645,0.31991713,2.1172772,MPO695189,140,5,(196068) 2002 TW55,2011-12-09
247,J6625,20.29,0.15,K232P,291.56345,287.26297,341.32257,13.72806,0.5913251,0.39254276,1.8473311,MPO695199,405,5,(196625) 2003 RM10,2013-11-08
248,J7588,17.23,0.15,K232P,193.55188,162.22609,338.04571,42.72594,0.466058,0.39325307,1.8451059,MPO695218,109,10,(197588) 2004 HE12,2021-07-19
249,J79X00B,18.6,0.15,K232P,11.30245,77.10143,84.35857,24.55122,0.7094099,0.29866299,2.2165717,MPO 70208,16,1,1979 XB,1979-12-15
250,J9003,18.18,0.15,K232P,297.53208,297.60565,288.03026,21.61396,0.1520774,1.04917499,0.9591888,E2023-C50,1058,8,(199003) 2005 WJ56,2023-02-07
251,J9145,18.32,0.15,K232P,342.47152,314.87527,300.22137,3.75739,0.7313813,0.46527896,1.6494042,E2023-C50,408,9,(199145) 2005 YY128,2023-02-05
252,J91G00O,20.0,0.15,K232P,353.73944,89.7323,23.9734,9.55415,0.6538348,0.36862981,1.926382,MPO339365,79,5,1991 GO,2015-05-03
253,J94C01J,21.4,0.15,K232P,291.00678,65.271,172.02978,2.30812,0.3255546,0.54166123,1.4904505,MPO392273,169,4,1994 CJ1,2016-10-10
254,J94E00K,20.3,0.15,K232P,92.14339,99.37146,332.87991,6.04,0.6382973,0.31233657,2.1513983,MPO254715,99,3,1994 EK,2013-02-14
255,J94N00E,19.8,0.15,K232P,292.38233,246.78816,104.43715,27.44526,0.604638,0.33911706,2.0365869,MPC 36071,37,1,1994 NE,1994-07-08
256,J95C00R,21.74,0.15,K232P,107.60034,322.68919,342.47147,4.07015,0.868346,1.1409701,0.9070263,MPO732386,243,5,1995 CR,2023-01-12
257,J96J01A,21.0,0.15,K232P,181.57947,248.57628,55.78601,21.59018,0.7003997,0.24031304,2.5622283,MPO 66057,344,1,1996 JA1,1996-05-19
258,J97G32D,21.5,0.15,K232P,176.51513,226.6799,55.23266,5.25272,0.5979095,0.32539685,2.0934399,MPC 29935,90,1,1997 GD32,1997-05-06
259,J97Q01K,20.08,0.15,K232P,170.16691,3.00631,306.77777,2.88853,0.6469805,0.21249017,2.7812721,MPO598750,180,3,1997 QK1,2011-10-09
260,J97V06G,19.6,0.15,K232P,176.11226,250.91532,51.66318,18.50249,0.5642308,0.48226311,1.6104479,MPO166084,50,1,1997 VG6,1997-11-23
261,J97W23Q,20.8,0.15,K232P,36.82965,296.62557,55.81751,2.44822,0.4950215,0.430463,1.7371827,MPO598751,185,4,1997 WQ23,2020-12-18
262,J9801,19.36,0.15,K232P,217.92618,86.98012,245.45372,2.2848,0.5693938,0.45075339,1.6846514,MPO729611,201,9,(199801) 2007 AE12,2021-04-14
263,J98B07Y,21.47,0.15,K232P,234.6351,90.57131,121.9023,3.2808,0.608484,0.34314641,2.0206127,MPO639782,156,3,1998 BY7,2021-08-04
264,J98H31T,20.8,0.15,K232P,45.89723,80.73959,213.45554,6.80996,0.6962606,0.24479598,2.5308507,MPO  7464,133,1,1998 HT31,1998-05-09
265,J98H49H,21.33,0.15,K232P,265.08878,287.9095,23.47392,8.4193,0.5020712,0.5104951,1.5505115,E2021-X08,20,4,1998 HH49,2021-12-01
266,J98Q28K,19.2,0.15,K232P,299.49517,204.77859,174.52592,7.869,0.5789349,0.27582676,2.3372856,MPO399340,144,2,1998 QK28,2017-01-31
267,J98Q62A,19.29,0.15,K232P,124.61927,273.91893,180.81837,24.83736,0.7412274,0.33774564,2.0420963,MPO703090,155,2,1998 QA62,2022-05-04
268,J98S02H,20.8,0.15,K232P,169.4873,268.44829,6.3723,2.40399,0.7137548,0.21706087,2.7420899,MPO392273,144,3,1998 SH2,2016-10-27
269,J98S04U,21.3,0.15,K232P,4.42907,241.81282,350.60142,23.15436,0.5804681,0.80140175,1.147896,MPO315178,93,2,1998 SU4,2014-09-30
270,J98S14Y,20.6,0.15,K232P,27.01547,22.48477,39.65629,3.47218,0.6697609,0.20638031,2.8358976,MPC 33757,68,1,1998 SY14,1999-01-24
271,J98S36L,20.22,0.15,K232P,252.7677,116.79586,353.08783,19.05626,0.4180656,0.60093834,1.3907512,MPO686031,233,5,1998 SL36,2022-02-07
272,J98U18S,20.9,0.15,K232P,293.93444,115.4732,207.2561,9.6585,0.6764634,0.23419535,2.6066569,MPO542762,68,2,1998 US18,2019-11-28
273,J98W02B,21.8,0.15,K232P,245.8844,78.68997,52.23151,2.38252,0.5871693,0.35488786,1.9757953,MPO176738,208,2,1998 WB2,2010-05-16
274,J98X12D,20.7,0.15,K232P,268.79578,69.6174,259.65846,13.49321,0.6234508,0.59652861,1.3975967,MPO 57682,59,1,1998 XD12,1998-12-24
275,J99F19R,22.0,0.15,K232P,196.74996,106.98988,0.51489,20.82792,0.4766576,0.51359851,1.5442593,MPO242999,39,1,1999 FR19,1999-03-25
276,J99G04L,19.7,0.15,K232P,291.62563,293.88126,178.39824,7.26265,0.6025561,0.31931495,2.1199383,MPO154047,46,2,1999 GL4,1999-05-22
277,J99J10Z,21.8,0.15,K232P,16.24167,80.04091,54.4918,25.92287,0.4730854,0.66015623,1.3062859,MPC 35101,51,1,1999 JZ10,1999-06-03
278,J99L01X,20.6,0.15,K232P,275.6551,133.55158,251.78811,19.83187,0.7263426,0.78469939,1.1641274,MPC 35122,42,1,1999 LX1,1999-06-14
279,J99S10G,20.5,0.15,K232P,90.35314,103.41205,13.39213,23.56416,0.6131714,0.56215106,1.4540099,E2020-UG0,115,4,1999 SG10,2020-10-20
280,J99T13O,21.4,0.15,K232P,290.37435,302.40215,14.89088,20.29224,0.4353844,0.49542775,1.5817912,MPO343405,98,1,1999 TO13,1999-10-23
281,J99T16T,19.77,0.15,K232P,96.91173,149.61395,327.14039,1.98602,0.6627204,0.31109028,2.1571405,MPO659748,194,3,1999 TT16,2019-05-27
282,J99U00R,21.5,0.15,K232P,321.47575,18.21032,50.65121,3.59282,0.5040194,0.37680609,1.8984133,MPO258304,76,2,1999 UR,2013-02-13
283,J99V06R,20.8,0.15,K232P,46.97614,295.57302,211.60011,8.62345,0.7610089,0.30497638,2.1858746,MPO382658,152,3,1999 VR6,2016-06-12
284,J99X35S,17.2,0.15,K232P,111.99681,333.25082,48.73666,19.65151,0.9481828,0.01313944,17.7862668,MPC 39559,206,1,1999 XS35,2000-02-28
285,J99XD6K,20.56,0.15,K232P,126.30305,303.17095,63.10261,2.66869,0.703196,0.26784519,2.3834908,MPO686039,142,3,1999 XK136,2022-01-31
286,J99Y00D,21.1,0.15,K232P,3.01803,61.76671,9.40403,1.37664,0.593332,0.25498492,2.4629734,MPO  2706,99,1,1999 YD,2000-02-26
287,K00C33M,20.8,0.15,K232P,30.22743,50.25474,132.83768,11.55033,0.2722773,0.64792461,1.3226748,MPO311247,201,3,2000 CM33,2014-09-28
288,K00C33O,21.1,0.15,K232P,179.60881,179.22146,319.54375,18.29633,0.5685054,0.27851945,2.3221969,MPC 39591,68,1,2000 CO33,2000-03-13
289,K00CA1P,19.9,0.15,K232P,292.4292,247.91039,160.21934,10.44355,0.6196362,0.41702054,1.7743165,MPO473046,200,4,2000 CP101,2019-02-28
290,K00D01N,19.9,0.15,K232P,241.92822,147.404,41.2612,7.99628,0.6785814,0.20304191,2.8668981,MPO466171,77,2,2000 DN1,2018-11-12
291,K00E70U,18.9,0.15,K232P,4.15069,254.08939,165.32187,13.0225,0.7674199,0.29892528,2.2152749,MPO542773,94,4,2000 EU70,2019-08-18
292,K00J05F,21.9,0.15,K004Q,344.44302,216.88761,58.12683,13.7426,0.5573523,0.33389872,2.0577513,MPO   804,65,1,2000 JF5,2000-05-06
293,K00K00A,21.7,0.15,K232P,329.14821,83.30699,62.43946,6.73061,0.4619299,0.64098285,1.3322072,MPO598763,464,4,2000 KA,2020-06-21
294,K00L03F,21.6,0.15,K232P,153.68514,224.27573,81.90577,14.60031,0.6546929,0.23607325,2.592815,MPO 41656,67,1,2000 LF3,2000-06-17
295,K00P05Y,21.1,0.15,K232P,162.49862,94.71357,147.33919,3.79156,0.6016342,0.27991989,2.314445,MPO  3961,43,1,2000 PY5,2000-09-02
296,K00P09P,19.1,0.15,K232P,122.71799,159.61425,171.68489,5.59546,0.550895,0.27730931,2.3289478,MPO297821,195,3,2000 PP9,2014-05-18
297,K00Q07S,19.48,0.15,K232P,38.81328,218.87503,153.43492,3.20333,0.6674229,0.22587992,2.6702441,MPO732399,115,5,2000 QS7,2023-01-15
298,K00Q07V,21.55,0.15,K232P,203.71092,79.54675,154.76585,9.1237,0.5230651,0.58960035,1.4085239,E2022-A10,177,4,2000 QV7,2022-01-02
299,K00S10L,21.9,0.15,K232P,20.7949,78.63192,208.69691,1.46422,0.338396,0.61346366,1.3717558,MPO230179,38,1,2000 SL10,2000-12-01
300,K00T28U,21.05,0.15,K232P,326.49779,280.94807,202.98875,15.59539,0.1827998,0.88707788,1.072741,MPO713663,268,3,2000 TU28,2022-06-05
301,K00Y29G,18.7,0.15,K232P,327.75833,359.08556,92.18614,18.86009,0.6835428,0.17088757,3.2160965,MPO450539,197,2,2000 YG29,2018-05-09
302,K01E00C,18.65,0.15,K232P,113.72572,115.80265,315.97823,0.60551,0.765296,0.23523149,2.5989968,MPO686051,542,5,2001 EC,2022-02-27
303,K01F58A,21.4,0.15,K232P,147.67329,114.52327,155.83545,8.21575,0.7194255,0.29097297,2.2554556,MPO456492,99,3,2001 FA58,2018-03-28
304,K01F58C,20.4,0.15,K232P,173.36888,261.23109,174.60687,6.77363,0.3433116,0.9557776,1.0207001,MPO140092,145,6,2001 FC58,2008-05-22
305,K01F90B,19.8,0.15,K232P,226.56459,15.20784,265.61025,1.88107,0.7770616,0.2544169,2.466638,MPO180965,34,1,2001 FB90,2001-03-28
306,K01G02L,20.6,0.15,K232P,9.41724,42.85358,191.89633,34.80328,0.6488042,0.22759838,2.6567862,MPO 13848,18,1,2001 GL2,2001-04-16
307,K01G02R,21.6,0.15,K232P,194.60653,99.35505,190.21654,11.83069,0.6215763,0.38784202,1.8622278,MPO211634,77,2,2001 GR2,2011-10-20
308,K01G02T,19.8,0.15,K232P,327.42491,359.51716,146.00807,3.72972,0.6293256,0.26432773,2.4045893,MPO232505,80,3,2001 GT2,2012-05-13
309,K01J01V,21.5,0.15,K232P,259.92751,201.04461,92.21835,6.6206,0.4353792,0.44262919,1.7052027,E2021-V05,203,4,2001 JV1,2021-10-31
310,K01K54F,19.83,0.15,K232P,358.40001,170.89257,172.47901,1.632,0.6505417,0.27567991,2.3381156,MPO703101,91,4,2001 KF54,2019-12-19
311,K01L00D,20.49,0.15,K232P,327.96308,114.28823,79.23236,30.15344,0.3758471,0.58231443,1.4202485,MPO732407,112,3,2001 LD,2022-12-24
312,K01S03Q,21.6,0.15,K232P,182.76043,268.27371,356.15584,23.89668,0.254489,0.84289408,1.109909,MPO285653,114,3,2001 SQ3,2014-01-30
313,K01SQ9Y,21.5,0.15,K232P,275.23303,223.86597,232.11823,1.86344,0.5972269,0.45274354,1.6797109,MPO 61082,112,2,2001 SY269,2004-03-31
314,K01SQ9Z,19.6,0.15,K232P,337.5907,191.18131,98.95262,2.45113,0.661456,0.27099391,2.3649921,MPO228303,145,3,2001 SZ269,2012-04-27
315,K01T02A,22.0,0.15,K232P,53.01544,227.39012,50.37202,3.26153,0.6470307,0.41806296,1.7713658,MPO600179,117,2,2001 TA2,2013-03-30
316,K01T45C,19.53,0.15,K232P,147.25986,67.04192,35.1642,15.47495,0.6424484,0.29845688,2.217592,MPO649681,143,4,2001 TC45,2021-09-13
317,K01U05C,21.3,0.15,K232P,246.44961,24.15665,28.13758,30.42661,0.633625,0.21790341,2.735017,MPO 21105,70,1,2001 UC5,2001-10-26
318,K01V00B,18.4,0.15,K232P,333.41904,233.18803,297.2543,8.35669,0.8968449,0.27651984,2.3333784,MPO 21144,53,1,2001 VB,2001-11-11
319,K01V02C,21.3,0.15,K232P,263.29594,103.87108,67.04607,12.50918,0.1321604,0.92772984,1.0411701,MPO703107,197,4,2001 VC2,2021-06-01
320,K01V05J,22.0,0.15,K232P,315.64222,67.63841,44.688,6.05919,0.5612335,0.36671164,1.9330938,MPO441694,37,2,2001 VJ5,2018-04-11
321,K01X00Q,19.2,0.15,K232P,22.6614,189.78639,250.68596,28.58781,0.7210295,0.14250115,3.6301436,MPO361095,161,3,2001 XQ,2015-12-22
322,K01Y03P,22.0,0.15,K232P,121.7071,36.29203,101.92375,7.93077,0.6222063,0.25036535,2.4931777,MPO 94413,127,2,2001 YP3,2005-12-10
323,K01Y03V,20.59,0.15,K232P,308.24532,244.403,107.2227,5.19946,0.7189293,0.3629632,1.9463801,MPO598780,163,3,2001 YV3,2021-01-18
324,K01Y05B,20.9,0.15,K232P,299.54279,115.52966,108.13912,5.56306,0.8655447,0.27422144,2.3463985,MPO 26095,396,1,2001 YB5,2002-01-06
